Order_ID,Order_Date,Ship_Date,Region,Segment,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-2022-00528,2022-11-14,2022-11-20,West,Corporate,Technology,Printers,Canon Pixma G3010,231755.09,4,0.25,-68749.7
ORD-2022-00529,2023-10-11,2023-10-14,North,Consumer,Office Supplies,Paper,Photo Glossy Paper,11676.29,8,0.05,2688.63
ORD-2022-00530,2022-02-23,2022-02-28,West,Consumer,Technology,Phones,OnePlus Nord CE 3,508248.59,7,0.0,46297.5
ORD-2022-00531,2022-06-07,2022-06-09,West,Home Office,Office Supplies,Labels,Barcode Label Set,1544.38,1,0.05,329.06
ORD-2022-00532,2022-12-23,2022-12-25,North,Consumer,Office Supplies,Binders,Presentation Binder,2972.58,3,0.0,632.15
ORD-2022-00533,2022-10-22,2022-10-31,East,Corporate,Office Supplies,Paper,Carbon Paper,3321.6,7,0.0,288.9
ORD-2022-00534,2022-04-04,2022-04-12,North,Corporate,Office Supplies,Pens & Art,Ballpoint Pen Box,4874.61,3,0.1,519.67
ORD-2022-00535,2023-01-31,2023-02-03,East,Corporate,Office Supplies,Labels,Barcode Label Set,916.73,2,0.05,55.35
ORD-2022-00536,2023-08-16,2023-08-22,North,Corporate,Technology,Laptops,Dell Inspiron 15,223629.71,5,0.25,-82412.74
ORD-2022-00537,2023-10-31,2023-11-04,South,Consumer,Office Supplies,Paper,Photo Glossy Paper,1139.96,1,0.2,-266.27
ORD-2022-00538,2022-01-10,2022-01-15,East,Home Office,Furniture,Bookcases,Bookcase Classic 3-Shelf,708.14,1,0.15,-212.84
ORD-2022-00539,2023-10-19,2023-10-26,East,Consumer,Office Supplies,Paper,A4 Copy Paper 500-Sheet,2978.31,4,0.0,576.21
ORD-2022-00540,2022-09-27,2022-10-06,West,Consumer,Furniture,Storage,Storage Box Set,57053.99,8,0.1,4186.62
ORD-2022-00541,2023-10-24,2023-10-31,South,Consumer,Office Supplies,Binders,Economy Binder Set,8416.98,9,0.1,769.16
ORD-2022-00542,2022-06-05,2022-06-10,West,Home Office,Office Supplies,Binders,Premium Binder A4,17025.34,9,0.05,227.65
ORD-2022-00543,2023-07-09,2023-07-17,West,Consumer,Technology,Phones,Samsung Galaxy A34,324526.86,6,0.1,4542.76
ORD-2022-00544,2022-09-10,2022-09-17,South,Corporate,Office Supplies,Labels,Barcode Label Set,2429.56,4,0.1,-180.71
ORD-2022-00545,2022-05-21,2022-05-24,West,Consumer,Furniture,Bookcases,Bookcase Classic 3-Shelf,47382.14,7,0.1,-572.48
ORD-2022-00546,2022-07-22,2022-07-30,North,Consumer,Office Supplies,Paper,Carbon Paper,15525.11,9,0.0,1989.54
ORD-2022-00547,2023-10-28,2023-11-05,South,Home Office,Furniture,Tables,Dining Table Oak,18591.04,2,0.05,1526.15
ORD-2022-00548,2023-02-08,2023-02-11,East,Corporate,Furniture,Storage,Storage Box Set,26142.13,4,0.0,6564.85
ORD-2022-00549,2022-12-02,2022-12-09,East,Corporate,Furniture,Tables,Study Desk Compact,67372.65,5,0.05,79.65
ORD-2022-00550,2023-12-17,2023-12-25,North,Consumer,Furniture,Chairs,Executive Leather Chair,27876.85,3,0.05,318.31
ORD-2022-00551,2023-06-18,2023-06-21,West,Home Office,Technology,Printers,HP LaserJet Pro,159564.37,3,0.25,-65820.49
ORD-2022-00552,2023-12-14,2023-12-21,North,Consumer,Office Supplies,Pens & Art,Ballpoint Pen Box,1779.34,1,0.0,418.62
ORD-2022-00553,2023-01-16,2023-01-18,West,Consumer,Office Supplies,Labels,Barcode Label Set,7761.96,9,0.1,-1205.06
ORD-2022-00554,2022-06-25,2022-06-27,East,Consumer,Technology,Accessories,Wireless Mouse Combo,270109.68,7,0.3,-77113.0
ORD-2022-00555,2022-11-16,2022-11-18,East,Consumer,Furniture,Storage,File Cabinet 4-Drawer,43651.52,9,,53.98
ORD-2022-00556,2022-06-18,2022-06-25,West,Consumer,Technology,Printers,HP LaserJet Pro,214382.42,8,,26685.75
ORD-2022-00557,2023-03-02,2023-03-08,South,Home Office,Technology,Laptops,Lenovo IdeaPad Slim 5,69097.78,2,0.15,-14656.91
ORD-2022-00558,2022-04-20,2022-04-29,East,Consumer,Office Supplies,Paper,Photo Glossy Paper,3308.13,4,0.0,1123.56
ORD-2022-00559,2023-01-04,2023-01-07,North,Consumer,Furniture,Chairs,Guest Chair,18617.13,1,0.05,3910.96
ORD-2022-00560,2022-01-20,2022-01-29,South,Consumer,Furniture,Storage,Storage Box Set,136273.71,9,0.15,-14345.65
ORD-2022-00561,2022-12-16,2022-12-19,South,Consumer,Furniture,Bookcases,Bookcase Pro 5-Shelf,186582.7,8,0.1,28105.2
ORD-2022-00562,2023-01-14,2023-01-18,North,Consumer,Technology,Phones,OnePlus Nord CE 3,519845.54,9,0.15,5922.07
ORD-2022-00563,2022-11-22,2022-11-29,West,Corporate,Office Supplies,Pens & Art,Ballpoint Pen Box,4720.55,3,0.05,52.31
ORD-2022-00564,2023-10-28,2023-11-06,West,Consumer,Technology,Laptops,HP Pavilion 14,150210.55,9,0.15,-24525.8
ORD-2022-00565,2022-03-26,2022-04-04,South,Consumer,Technology,Phones,OnePlus Nord CE 3,95613.39,6,0.2,-24947.1
ORD-2022-00566,2022-05-18,2022-05-26,West,Home Office,Furniture,Bookcases,Bookcase Pro 5-Shelf,38983.9,3,0.2,-10290.12
ORD-2022-00567,2022-04-14,2022-04-17,West,Corporate,Office Supplies,Binders,Presentation Binder,5174.22,3,0.1,-77.21
ORD-2022-00568,2023-06-05,2023-06-12,West,Consumer,Furniture,Storage,Wardrobe 3-Door,23105.21,4,0.0,7530.57
ORD-2022-00569,2023-07-14,2023-07-23,North,Consumer,Technology,Printers,Epson L3252,279658.76,9,0.05,40055.98
ORD-2022-00570,2022-03-29,2022-04-02,South,Corporate,Furniture,Storage,File Cabinet 4-Drawer,25399.48,2,0.15,664.07
ORD-2022-00571,2022-06-01,2022-06-08,North,Corporate,Office Supplies,Pens & Art,Sketch Pen Set 24,973.86,1,0.1,-52.55
ORD-2022-00572,2022-03-04,2022-03-11,West,Consumer,Office Supplies,Binders,Economy Binder Set,1262.79,2,0.0,326.21
ORD-2022-00573,2023-07-12,2023-07-21,North,Consumer,Office Supplies,Paper,Carbon Paper,6655.24,9,0.05,1153.03
ORD-2022-00574,2022-12-09,2022-12-15,South,Consumer,Office Supplies,Labels,Barcode Label Set,6457.18,4,0.0,2079.19
ORD-2022-00575,2022-01-10,2022-01-12,West,Corporate,Furniture,Bookcases,Bookcase Pro 5-Shelf,9533.22,1,0.05,2126.81
ORD-2022-00576,2023-10-05,2023-10-07,West,Corporate,Furniture,Chairs,Guest Chair,7111.41,7,0.2,-334.38
ORD-2022-00577,2023-02-06,2023-02-14,West,Consumer,Office Supplies,Pens & Art,Ballpoint Pen Box,3191.15,4,0.0,760.0
ORD-2022-00578,2023-10-14,2023-10-21,North,Corporate,Office Supplies,Binders,Presentation Binder,2274.97,4,0.0,754.94
ORD-2022-00579,2022-12-18,2022-12-20,East,Corporate,Furniture,Tables,Dining Table Oak,39578.2,5,,8334.45
ORD-2022-00580,2022-12-12,2022-12-15,South,Consumer,Furniture,Tables,Coffee Table Glass,92210.18,8,0.05,19869.7
ORD-2022-00581,2023-06-19,2023-06-24,West,Consumer,Furniture,Bookcases,Bookcase Pro 5-Shelf,58249.57,4,0.1,-5484.28
ORD-2022-00582,2022-07-13,2022-07-18,North,Consumer,Office Supplies,Pens & Art,Highlighter 6-Pack,3925.21,6,0.2,-282.71
ORD-2022-00583,2022-08-17,2022-08-24,West,Consumer,Office Supplies,Pens & Art,Ballpoint Pen Box,407.24,6,0.05,28.76
ORD-2022-00584,2022-09-23,2022-09-26,West,Consumer,Office Supplies,Paper,A4 Copy Paper 500-Sheet,1784.58,7,0.1,-62.56
ORD-2022-00585,2023-01-16,2023-01-21,North,Corporate,Technology,Printers,Canon Pixma G3010,376375.86,8,0.0,78756.45
ORD-2022-00586,2023-08-25,2023-09-03,East,Corporate,Furniture,Storage,Storage Box Set,48037.46,9,0.15,-3552.34
ORD-2022-00587,2023-04-25,2023-04-27,East,Home Office,Technology,Laptops,HP Pavilion 14,248654.03,5,0.2,-15104.49
ORD-2022-00588,2022-04-17,2022-04-24,South,Consumer,Furniture,Bookcases,Bookcase Classic 3-Shelf,4434.97,2,0.1,5.98
ORD-2022-00589,2023-08-13,2023-08-18,North,Consumer,Technology,Accessories,Laptop Cooling Pad,194318.86,3,0.1,7342.85
ORD-2022-00590,2022-09-30,2022-10-05,South,Consumer,Technology,Phones,OnePlus Nord CE 3,664560.78,9,0.15,-71510.81
ORD-2022-00591,2023-11-25,2023-11-27,North,Consumer,Technology,Accessories,Wireless Mouse Combo,307398.21,5,0.25,-139193.08
ORD-2022-00592,2022-06-18,2022-06-22,North,Corporate,Furniture,Tables,Study Desk Compact,79876.96,4,0.0,17370.09
ORD-2022-00593,2022-07-22,2022-07-28,East,Corporate,Technology,Accessories,Laptop Cooling Pad,701035.45,9,0.1,-91044.41
ORD-2022-00594,2023-09-17,2023-09-24,South,Corporate,Office Supplies,Binders,Premium Binder A4,978.84,7,0.05,103.17
ORD-2022-00595,2022-01-02,2022-01-11,East,Home Office,Furniture,Storage,Storage Box Set,59764.34,8,0.1,-8837.85
ORD-2022-00596,2022-11-02,2022-11-09,West,Consumer,Furniture,Chairs,Ergonomic Office Chair,98249.25,4,0.2,-37053.69
ORD-2022-00597,2023-12-27,2024-01-05,East,Consumer,Furniture,Tables,Coffee Table Glass,49516.16,4,0.05,8738.07
ORD-2022-00598,2023-05-13,2023-05-15,South,Corporate,Furniture,Bookcases,Bookcase Pro 5-Shelf,14472.66,1,0.0,1969.91
ORD-2022-00599,2022-11-24,2022-11-26,West,Home Office,Technology,Phones,OnePlus Nord CE 3,52999.34,9,0.15,-2500.31
ORD-2022-00600,2022-05-25,2022-05-30,North,Consumer,Office Supplies,Binders,Economy Binder Set,4326.32,3,0.0,
ORD-2022-00601,2022-05-28,2022-06-04,East,Consumer,Technology,Printers,Canon Pixma G3010,71729.37,2,0.25,-30724.47
ORD-2022-00602,2023-06-23,2023-06-30,North,Consumer,Office Supplies,Pens & Art,Sketch Pen Set 24,3756.16,9,0.2,-1070.61
ORD-2022-00603,2023-04-18,2023-04-26,North,Home Office,Office Supplies,Paper,Photo Glossy Paper,7029.26,7,,556.11
ORD-2022-00604,2023-07-03,2023-07-10,North,Consumer,Office Supplies,Labels,Address Label Roll,13796.15,9,0.0,4364.39
ORD-2022-00605,2023-03-03,2023-03-09,North,Corporate,Office Supplies,Binders,Premium Binder A4,10613.73,9,0.05,1788.63
ORD-2022-00606,2022-12-03,2022-12-11,North,Consumer,Office Supplies,Binders,Presentation Binder,1567.88,7,0.2,-430.73
ORD-2022-00607,2023-04-07,2023-04-16,North,Corporate,Furniture,Tables,Study Desk Compact,10046.98,5,,-1730.16
ORD-2022-00608,2022-01-23,2022-01-30,South,Consumer,Office Supplies,Labels,Color Dot Labels,4066.39,4,0.0,
ORD-2022-00609,2023-06-17,2023-06-22,South,Corporate,Furniture,Bookcases,Bookcase Pro 5-Shelf,90995.77,8,0.1,53.59
ORD-2022-00610,2023-08-09,2023-08-17,West,Consumer,Office Supplies,Binders,Presentation Binder,4458.69,5,0.05,
ORD-2022-00611,2023-01-23,2023-01-25,North,Consumer,Office Supplies,Paper,Carbon Paper,7958.85,7,0.0,1789.39
ORD-2022-00612,2023-08-23,2023-08-27,West,Home Office,Technology,Printers,Epson L3252,76888.61,1,0.05,12836.53
ORD-2022-00613,2022-11-29,2022-12-06,West,Home Office,Office Supplies,Paper,Carbon Paper,618.26,1,0.0,146.71
ORD-2022-00614,2023-04-17,2023-04-20,South,Home Office,Furniture,Tables,Coffee Table Glass,15548.07,4,,779.02
ORD-2022-00615,2022-03-08,2022-03-14,West,Corporate,Furniture,Chairs,Ergonomic Office Chair,101166.23,7,0.0,31319.63
ORD-2022-00616,2022-05-12,2022-05-15,West,Consumer,Furniture,Chairs,Executive Leather Chair,10667.45,1,0.1,70.92
ORD-2022-00617,2023-01-18,2023-01-21,East,Consumer,Technology,Printers,Canon Pixma G3010,63128.48,1,0.0,14601.25
ORD-2022-00618,2023-01-22,2023-01-25,East,Consumer,Office Supplies,Binders,Economy Binder Set,4066.08,7,0.0,826.08
ORD-2022-00619,2023-01-19,2023-01-24,West,Consumer,Technology,Phones,Samsung Galaxy A34,5648.36,1,0.15,-1738.51
ORD-2022-00620,2022-12-16,2022-12-21,East,Corporate,Technology,Laptops,Dell Inspiron 15,182041.17,5,0.0,54405.38
ORD-2022-00621,2023-08-06,2023-08-08,North,Consumer,Office Supplies,Pens & Art,Ballpoint Pen Box,8877.89,6,0.05,1539.97
ORD-2022-00622,2023-08-03,2023-08-07,West,Corporate,Office Supplies,Pens & Art,Ballpoint Pen Box,2456.9,3,0.05,383.22
ORD-2022-00623,2022-05-03,2022-05-05,North,Consumer,Furniture,Tables,Dining Table Oak,49881.55,2,0.15,-12364.96
ORD-2022-00624,2022-12-04,2022-12-07,East,Home Office,Technology,Laptops,Dell Inspiron 15,611398.03,9,0.2,-89306.14
ORD-2022-00625,2022-06-09,2022-06-16,South,Consumer,Furniture,Bookcases,Bookcase Classic 3-Shelf,23193.86,1,0.0,2433.33
ORD-2022-00626,2022-08-02,2022-08-05,South,Home Office,Furniture,Chairs,Executive Leather Chair,102435.48,7,0.1,2438.84
ORD-2022-00627,2022-08-25,2022-08-31,North,Consumer,Furniture,Bookcases,Bookcase Pro 5-Shelf,101144.84,9,0.0,22144.06
ORD-2022-00628,2022-09-15,2022-09-24,North,Consumer,Furniture,Chairs,Guest Chair,151472.21,8,0.15,-24345.34
ORD-2022-00629,2023-12-29,2024-01-06,East,Consumer,Office Supplies,Binders,Economy Binder Set,1001.88,9,,198.79
ORD-2022-00630,2022-07-19,2022-07-23,West,Consumer,Office Supplies,Paper,Carbon Paper,1931.15,1,0.2,-504.81
ORD-2022-00631,2023-06-26,2023-07-04,North,Corporate,Furniture,Storage,Storage Box Set,168216.91,8,0.2,-57310.22
ORD-2022-00632,2023-09-19,2023-09-25,East,Consumer,Furniture,Storage,File Cabinet 4-Drawer,2949.64,1,0.1,276.76
ORD-2022-00633,2023-04-23,2023-04-27,North,Consumer,Furniture,Bookcases,Bookcase Classic 3-Shelf,44157.57,7,0.0,6194.38
ORD-2022-00634,2022-11-02,2022-11-07,West,Consumer,Furniture,Chairs,Ergonomic Office Chair,7846.31,2,0.05,877.89
ORD-2022-00635,2023-04-01,2023-04-03,West,Corporate,Furniture,Chairs,Ergonomic Office Chair,65764.43,5,0.1,6051.18
ORD-2022-00636,2022-06-28,2022-07-07,South,Corporate,Office Supplies,Labels,Address Label Roll,3693.54,2,0.1,340.57
ORD-2022-00637,2022-06-23,2022-06-30,West,Home Office,Office Supplies,Paper,Carbon Paper,9403.88,8,0.2,-2951.54
ORD-2022-00638,2022-10-30,2022-11-07,South,Consumer,Office Supplies,Binders,Premium Binder A4,3508.6,5,0.1,331.7
ORD-2022-00639,2022-08-16,2022-08-18,East,Consumer,Furniture,Tables,Coffee Table Glass,62141.77,7,0.0,14181.48
ORD-2022-00640,2023-05-30,2023-06-03,East,Consumer,Furniture,Chairs,Executive Leather Chair,120277.3,7,0.05,9291.9
ORD-2022-00641,2022-11-21,2022-11-27,West,Corporate,Furniture,Chairs,Guest Chair,19082.91,3,0.1,
ORD-2022-00642,2022-12-19,2022-12-27,West,Consumer,Office Supplies,Labels,Barcode Label Set,1104.92,1,0.1,169.44
ORD-2022-00643,2022-01-25,2022-02-03,North,Consumer,Office Supplies,Labels,Barcode Label Set,6480.25,6,0.2,-874.29
ORD-2022-00644,2022-09-07,2022-09-13,North,Home Office,Office Supplies,Pens & Art,Ballpoint Pen Box,5218.6,3,0.0,1327.38
ORD-2022-00645,2023-04-12,2023-04-16,North,Consumer,Office Supplies,Pens & Art,Ballpoint Pen Box,2527.39,8,0.0,208.47
ORD-2022-00646,2022-12-30,2023-01-02,South,Corporate,Technology,Phones,Redmi Note 12,134530.54,2,0.0,30214.34
ORD-2022-00647,2023-03-12,2023-03-19,East,Consumer,Furniture,Chairs,Executive Leather Chair,13058.31,1,0.1,-1411.88
ORD-2022-00648,2022-08-29,2022-08-31,North,Consumer,Furniture,Bookcases,Bookcase Classic 3-Shelf,63884.42,3,0.1,5262.62
ORD-2022-00649,2022-02-24,2022-03-04,West,Consumer,Furniture,Tables,Dining Table Oak,61291.4,8,0.0,15977.42
ORD-2022-00650,2023-10-09,2023-10-11,East,Corporate,Technology,Laptops,Lenovo IdeaPad Slim 5,37438.95,4,0.1,-1190.38
ORD-2022-00651,2023-10-29,2023-11-04,East,Consumer,Furniture,Chairs,Ergonomic Office Chair,105837.99,7,0.05,10450.43
ORD-2022-00652,2023-04-09,2023-04-18,South,Consumer,Office Supplies,Binders,Premium Binder A4,332.96,1,0.2,-68.53
ORD-2022-00653,2023-10-21,2023-10-29,North,Consumer,Office Supplies,Paper,Carbon Paper,6498.77,6,0.0,587.62
ORD-2022-00654,2023-02-27,2023-03-04,West,Consumer,Furniture,Tables,Dining Table Oak,67289.85,3,0.1,6536.68
ORD-2022-00655,2023-05-16,2023-05-18,East,Corporate,Office Supplies,Pens & Art,Ballpoint Pen Box,4176.51,3,0.1,307.72
ORD-2022-00656,2022-04-05,2022-04-07,East,Corporate,Technology,Accessories,USB Hub 7-Port,20101.77,2,0.05,4873.52
ORD-2022-00657,2023-10-13,2023-10-19,West,Corporate,Furniture,Tables,Dining Table Oak,34981.98,2,0.15,-800.09
ORD-2022-00658,2023-05-18,2023-05-27,South,Consumer,Office Supplies,Paper,A4 Copy Paper 500-Sheet,11840.69,7,0.0,2245.49
ORD-2022-00659,2023-04-01,2023-04-09,West,Home Office,Office Supplies,Paper,Carbon Paper,2367.85,9,0.0,736.12
ORD-2022-00660,2023-10-19,2023-10-21,North,Consumer,Furniture,Tables,Study Desk Compact,2968.44,1,0.0,348.6
ORD-2022-00661,2022-02-01,2022-02-09,East,Consumer,Technology,Phones,Redmi Note 12,91855.81,6,0.15,-19236.42
ORD-2022-00662,2022-01-21,2022-01-27,North,Consumer,Furniture,Tables,Dining Table Oak,5628.38,1,0.0,555.39
ORD-2022-00663,2023-11-29,2023-12-02,East,Home Office,Office Supplies,Paper,A4 Copy Paper 500-Sheet,5956.88,9,0.0,1575.17
ORD-2022-00664,2022-04-05,2022-04-12,North,Consumer,Technology,Laptops,Dell Inspiron 15,188801.41,4,0.3,-81855.39
ORD-2022-00665,2022-11-28,2022-12-05,South,Consumer,Technology,Printers,Epson L3252,104072.53,3,0.0,11850.66
ORD-2022-00666,2023-09-14,2023-09-21,South,Consumer,Office Supplies,Binders,Presentation Binder,6499.06,6,0.0,1669.18
ORD-2022-00667,2023-03-05,2023-03-09,West,Corporate,Technology,Accessories,USB Hub 7-Port,411449.34,9,0.15,-73576.69
ORD-2022-00668,2022-04-03,2022-04-10,South,Consumer,Technology,Phones,OnePlus Nord CE 3,11002.85,3,0.15,-2622.15
ORD-2022-00669,2022-07-06,2022-07-10,East,Consumer,Furniture,Tables,Study Desk Compact,50955.77,4,0.0,11946.82
ORD-2022-00670,2022-10-24,2022-10-26,South,Corporate,Office Supplies,Pens & Art,Highlighter 6-Pack,782.79,3,0.05,31.84
ORD-2022-00671,2023-10-08,2023-10-10,North,Consumer,Office Supplies,Binders,Premium Binder A4,4372.86,7,0.0,1519.86
ORD-2022-00672,2022-05-02,2022-05-07,South,Corporate,Technology,Phones,OnePlus Nord CE 3,51619.39,5,0.05,5707.72
ORD-2022-00673,2023-04-25,2023-05-02,North,Home Office,Technology,Phones,Samsung Galaxy A34,309331.19,5,0.1,13799.09
ORD-2022-00674,2022-03-21,2022-03-27,West,Home Office,Office Supplies,Labels,Barcode Label Set,1983.2,3,0.1,-64.74
ORD-2022-00675,2023-04-19,2023-04-23,East,Consumer,Technology,Accessories,USB Hub 7-Port,6940.53,6,0.05,12.3
ORD-2022-00676,2022-03-10,2022-03-17,East,Consumer,Furniture,Bookcases,Bookcase Classic 3-Shelf,33358.96,2,0.1,-2435.01
ORD-2022-00677,2023-11-23,2023-12-01,West,Consumer,Technology,Laptops,HP Pavilion 14,81514.58,4,,-39317.55
ORD-2022-00678,2023-09-30,2023-10-08,South,Consumer,Technology,Accessories,Laptop Cooling Pad,340902.1,7,0.1,25897.84
ORD-2022-00679,2022-04-03,2022-04-05,East,Corporate,Furniture,Storage,Wardrobe 3-Door,10253.14,1,0.05,2216.28
ORD-2022-00680,2022-05-19,2022-05-25,South,Corporate,Furniture,Bookcases,Bookcase Classic 3-Shelf,121256.32,5,0.0,
ORD-2022-00681,2023-11-11,2023-11-18,North,Corporate,Technology,Accessories,USB Hub 7-Port,373368.12,9,0.05,51100.08
ORD-2022-00682,2023-09-19,2023-09-23,East,Consumer,Technology,Laptops,Dell Inspiron 15,151412.29,2,,-41002.88
ORD-2022-00683,2023-04-18,2023-04-25,South,Corporate,Office Supplies,Binders,Economy Binder Set,8296.76,5,0.1,-466.43
ORD-2022-00684,2023-02-02,2023-02-08,South,Home Office,Technology,Accessories,Laptop Cooling Pad,37439.45,1,0.2,-11672.95
ORD-2022-00685,2022-01-31,2022-02-09,West,Consumer,Furniture,Tables,Coffee Table Glass,104179.0,5,0.2,-27284.67
ORD-2022-00686,2022-06-30,2022-07-06,North,Consumer,Furniture,Storage,File Cabinet 4-Drawer,3013.87,4,0.15,-234.62
ORD-2022-00687,2023-03-11,2023-03-13,South,Consumer,Office Supplies,Binders,Presentation Binder,2364.87,2,0.0,556.66
ORD-2022-00688,2022-02-14,2022-02-23,East,Home Office,Technology,Laptops,Lenovo IdeaPad Slim 5,468370.59,6,0.05,75829.98
ORD-2022-00689,2023-01-06,2023-01-08,North,Home Office,Office Supplies,Labels,Color Dot Labels,12992.49,8,0.1,1364.76
ORD-2022-00690,2023-10-08,2023-10-16,South,Consumer,Furniture,Storage,Storage Box Set,8929.85,1,0.15,-775.31
ORD-2022-00691,2022-07-27,2022-07-29,North,Consumer,Office Supplies,Paper,Photo Glossy Paper,1824.99,6,0.2,-320.77
ORD-2022-00692,2022-01-11,2022-01-17,North,Corporate,Technology,Printers,Canon Pixma G3010,81714.42,3,0.15,3664.07
ORD-2022-00693,2022-08-22,2022-08-28,East,Consumer,Furniture,Chairs,Executive Leather Chair,19748.83,1,0.0,3934.32
ORD-2022-00694,2023-11-28,2023-12-01,South,Consumer,Technology,Printers,HP LaserJet Pro,385698.34,7,0.2,2726.83
ORD-2022-00695,2022-06-24,2022-07-03,West,Home Office,Furniture,Storage,Storage Box Set,18768.04,4,0.15,-2187.37
ORD-2022-00696,2023-04-15,2023-04-21,North,Consumer,Technology,Accessories,Wireless Mouse Combo,40227.25,5,0.1,5170.25
ORD-2022-00697,2023-04-22,2023-04-29,North,Consumer,Technology,Printers,HP LaserJet Pro,14275.31,1,0.05,112.12
ORD-2022-00698,2022-07-06,2022-07-13,North,Home Office,Office Supplies,Paper,A4 Copy Paper 500-Sheet,411.78,1,0.05,29.77
ORD-2022-00699,2022-04-09,2022-04-14,South,Corporate,Furniture,Storage,Storage Box Set,30384.85,7,0.1,-2044.69
ORD-2022-00700,2023-05-03,2023-05-05,West,Corporate,Furniture,Bookcases,Bookcase Pro 5-Shelf,131721.29,9,0.0,44532.98
ORD-2022-00701,2023-12-10,2023-12-17,West,Consumer,Office Supplies,Pens & Art,Sketch Pen Set 24,6460.0,4,0.2,-440.2
ORD-2022-00702,2022-09-28,2022-10-05,West,Consumer,Office Supplies,Paper,Carbon Paper,6221.85,4,0.1,-156.29
ORD-2022-00703,2023-10-09,2023-10-15,West,Consumer,Technology,Accessories,Laptop Cooling Pad,686243.31,9,0.1,-98891.65
ORD-2022-00704,2023-09-12,2023-09-18,North,Consumer,Furniture,Chairs,Guest Chair,66548.63,3,0.1,3423.63
ORD-2022-00705,2023-11-18,2023-11-22,West,Home Office,Furniture,Storage,Wardrobe 3-Door,10620.55,5,0.05,878.89
ORD-2022-00706,2022-11-24,2022-11-29,South,Consumer,Office Supplies,Pens & Art,Ballpoint Pen Box,10387.91,8,0.2,169.6
ORD-2022-00707,2023-08-07,2023-08-14,West,Corporate,Furniture,Tables,Coffee Table Glass,15022.46,5,0.1,-349.74
ORD-2022-00708,2022-03-30,2022-04-04,North,Consumer,Office Supplies,Paper,Carbon Paper,10766.8,6,0.1,-667.71
ORD-2022-00709,2023-01-30,2023-02-07,South,Consumer,Office Supplies,Labels,Address Label Roll,2267.27,4,0.05,
ORD-2022-00710,2023-01-30,2023-02-04,South,Home Office,Furniture,Chairs,Executive Leather Chair,22597.52,2,0.2,-2443.74
ORD-2022-00711,2022-10-02,2022-10-06,West,Consumer,Technology,Laptops,HP Pavilion 14,170390.61,3,0.0,57206.27
ORD-2022-00712,2022-11-18,2022-11-22,North,Consumer,Furniture,Chairs,Guest Chair,13576.27,1,0.0,1731.96
ORD-2022-00713,2022-01-28,2022-02-01,South,Consumer,Furniture,Bookcases,Bookcase Pro 5-Shelf,26664.17,2,0.15,-1791.32
ORD-2022-00714,2023-03-31,2023-04-05,West,Consumer,Office Supplies,Binders,Premium Binder A4,4078.85,6,0.05,685.87
ORD-2022-00715,2023-02-28,2023-03-06,West,Consumer,Furniture,Chairs,Ergonomic Office Chair,66850.27,3,0.1,6293.74
ORD-2022-00716,2022-10-13,2022-10-18,West,Consumer,Office Supplies,Binders,Economy Binder Set,12979.88,8,0.0,2722.93
ORD-2022-00717,2022-01-13,2022-01-19,North,Corporate,Furniture,Chairs,Executive Leather Chair,36969.6,2,0.1,-2955.33
ORD-2022-00718,2022-06-21,2022-06-27,North,Corporate,Technology,Printers,Epson L3252,410914.22,6,0.05,
ORD-2022-00719,2022-12-14,2022-12-22,West,Consumer,Furniture,Chairs,Ergonomic Office Chair,1144.29,1,0.1,97.23
ORD-2022-00720,2023-12-05,2023-12-13,East,Consumer,Furniture,Bookcases,Bookcase Pro 5-Shelf,155231.42,8,0.15,-30876.46
ORD-2022-00721,2023-09-21,2023-09-24,East,Consumer,Furniture,Storage,Storage Box Set,120666.3,5,0.1,1673.6
ORD-2022-00722,2022-07-29,2022-07-31,North,Consumer,Technology,Printers,Canon Pixma G3010,555573.65,7,0.15,29560.9
ORD-2022-00723,2022-07-18,2022-07-27,North,Home Office,Furniture,Storage,File Cabinet 4-Drawer,17878.2,1,0.05,1629.08
ORD-2022-00724,2022-08-04,2022-08-13,East,Corporate,Furniture,Storage,Wardrobe 3-Door,126763.81,6,0.0,10423.99
ORD-2022-00725,2023-05-18,2023-05-24,East,Consumer,Technology,Phones,Samsung Galaxy A34,97906.64,4,0.15,-14945.63
ORD-2022-00726,2022-09-11,2022-09-13,East,Consumer,Furniture,Bookcases,Bookcase Classic 3-Shelf,28224.78,7,0.05,2055.4
ORD-2022-00727,2023-08-29,2023-09-06,North,Corporate,Technology,Laptops,HP Pavilion 14,169527.69,5,0.15,12286.05
ORD-2022-00728,2023-01-24,2023-02-01,West,Consumer,Furniture,Tables,Study Desk Compact,23364.01,1,0.2,-2943.98
ORD-2022-00729,2022-08-05,2022-08-13,South,Home Office,Furniture,Chairs,Executive Leather Chair,100794.01,8,0.0,23809.36
ORD-2022-00730,2023-10-15,2023-10-22,East,Consumer,Technology,Accessories,Laptop Cooling Pad,77098.55,8,0.0,6747.62
ORD-2022-00731,2022-04-05,2022-04-07,South,Consumer,Technology,Phones,Samsung Galaxy A34,28650.91,3,0.25,-12318.29
ORD-2022-00732,2023-10-16,2023-10-23,West,Corporate,Office Supplies,Pens & Art,Ballpoint Pen Box,5871.41,4,0.0,1733.1
